Pret,Versiune,Vechime,Km,Putere,Capacitate cilindrica,Marca,Model,Combustibil,Transmisie,Norma de poluare,Cutie de viteze,Tip Caroserie,Optiuni culoare,Tara de origine,Stare
10799,118d DPF Aut. Edition Sport,11.0,265000,143,1995,BMW,Seria 1,Diesel,Spate,Euro 5,Automata,Compacta,Metalizata,Olanda,Second hand
2500,1.6 TDCI Trend,16.0,168000,90,1560,Ford,Focus,Diesel,Fata,Euro 5,Manuala,Compacta,Metalizata,Romania,Second hand
42100,530e xDrive Aut. M Sport Edition,2.0,12150,184,1998,BMW,Seria 5,Hibrid,4x4 (automat),Euro 6d,Automata,Sedan,Metalizata,Germania,Second hand
28300,xDrive30d,9.0,195000,258,2993,BMW,X6,Diesel,4x4 (automat),Euro 6,Automata,SUV,Perlat,Germania,Second hand
15850,420d Gran Coupe Sport-Aut. Sport Line,10.0,207441,184,1995,BMW,Seria 4,Diesel,Spate,Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
9490,180 CDI Edition,13.0,281514,120,2143,Mercedes-Benz,C,Diesel,Spate,Euro 5,Manuala,Sedan,Metalizata,Romania,Second hand
10500,CD175 AT Revolution Plus,8.0,260000,175,2191,Mazda,6,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Romania,Second hand
26200,250 d 4MATIC,5.0,220000,204,2143,Mercedes-Benz,GLC,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
13866,313 CDI (BlueTec) 906.233 BlueEFFICIENCY,7.0,225000,129,2143,Mercedes-Benz,Sprinter,Diesel,Spate,Euro 6,Manuala,Monovolum,Metalizata,Belgia,Second hand
21990,1.5 l CVT Dynamic,2.0,22860,125,1490,Toyota,Yaris Cross,Benzina,Fata,Euro 6,Automata,SUV,Perlat,Franta,Second hand
4800,1.4 Comfortline,14.0,288000,80,1390,Volkswagen,Golf,Benzina,Fata,Euro 5,Manuala,Compacta,Metalizata,Germania,Second hand
84490,400 d 4Matic 9G-TRONIC,5.0,33900,340,2925,Mercedes-Benz,S,Diesel,4x4 (manual),Euro 6,Automata,Sedan,Perlat,Germania,Second hand
95081,Turbo Tiptronic S,5.0,33600,550,3996,Porsche,Cayenne,Benzina,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
47499,300 4MATIC,5.0,39740,245,1991,Mercedes-Benz,GLC,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
15999,Avant 2.0 TDI Ultra DPF S tronic,8.0,212000,190,1968,Audi,A6,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
66390,4.4 I SDV8 Autobiography,5.0,108000,339,4367,Land Rover,Range Rover,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
11000,730d,14.0,279000,265,2993,BMW,Seria 7,Diesel,Spate,Euro 5,Automata,Sedan,Metalizata,Germania,Second hand
8490,2.0 HDI FAP BVA Active,11.0,189000,163,1997,Peugeot,508,Diesel,4x4 (manual),Euro 5,Automata,Sedan,Metalizata,Romania,Second hand
17499,1.8 HSD 4x2 CVT C-ult LED,6.0,116000,98,1798,Toyota,C-HR,Hibrid,Fata,Euro 6,Automata,SUV,Metalizata,Germania,Second hand
22000,2.2 CRDi 4WD Luxury+,10.0,113200,197,2199,Hyundai,Santa Fe,Diesel,4x4 (automat),Euro 5,Automata,SUV,Perlat,Romania,Second hand
11950,118d Aut. Sport Line,10.0,174924,143,1995,BMW,Seria 1,Diesel,Spate,Euro 5,Automata,Compacta,Metalizata,Italia,Second hand
26050,T6 AWD Geartronic R Design,5.0,147000,320,1969,Volvo,S90,Benzina,4x4 (automat),Euro 6d-Temp,Automata,Sedan,Metalizata,Germania,Second hand
18999,2.0 TDI 4x4 DSG Style,6.0,107000,184,1968,Skoda,Octavia,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Romania,Second hand
10990,Energy dCi 110 LIMITED,8.0,212000,110,1461,Renault,Kadjar,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Germania,Second hand
24795,2.0 TDI Quattro S tronic,6.0,111780,163,1968,Audi,A4 Allroad,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Romania,Second hand
12750,1.6 DCi Xtronic TEKNA+,9.0,190000,130,1598,Nissan,Qashqai,Diesel,Fata,Euro 5,Automata,SUV,Perlat,Germania,Second hand
3899,200 CDI,18.0,290000,122,2148,Mercedes-Benz,C,Diesel,Spate,Euro 4,Manuala,Sedan,Metalizata,Olanda,Second hand
6499,MCV TCe 90 Laureate,9.0,131000,90,898,Dacia,Logan,Benzina,Fata,Euro 5,Manuala,Combi,Metalizata,Germania,Second hand
15400,1.4 ALLGRIP Passion,7.0,79356,140,1373,Suzuki,SX4 S-Cross,Benzina,4x4 (automat),Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
5700,2.9 CRDi GL FULL,20.0,99000,163,2902,Hyundai,Terracan,Diesel,4x4 (manual),Euro 4,Manuala,SUV,Metalizata,Germania,Second hand
22253,Sportswagon 2.0 GDI Plug-In Hybrid Spirit,5.0,120000,154,1999,Kia,Optima,Hibrid,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
19190,2.0 D150 R-Dynamic SE,6.0,170000,150,1999,Land Rover,Range Rover Evoque,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Italia,Second hand
9400,1.5 dCi DPF 360,12.0,195000,110,1461,Nissan,Qashqai,Diesel,Fata,Euro 5,Manuala,SUV,Metalizata,Austria,Second hand
41650,220 d extralang 9G-TRONIC,4.0,149000,163,1950,Mercedes-Benz,V,Diesel,Spate,Euro 6,Automata,Monovolum,Metalizata,Germania,Second hand
12890,1.5 DCI DPF Acenta,10.0,201000,110,1461,Nissan,Qashqai,Diesel,Fata,Euro 5,Manuala,SUV,Metalizata,Franta,Second hand
19399,2.0 TDI DSG Premium Edition,5.0,155000,150,1968,Skoda,Superb,Diesel,Fata,Euro 6d-Temp,Automata,Sedan,Perlat,Germania,Second hand
12850,xDrive20d Aut.,13.0,187000,184,1995,BMW,X3,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Italia,Second hand
40989,2.0 TSI DSG RS,1.0,14800,245,1984,Skoda,Octavia,Benzina,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
31900,2.0 TDI 4X4 DSG Laurin &amp; Klement,4.0,99400,190,1968,Skoda,Kodiaq,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
30289,530e,5.0,110000,184,1998,BMW,Seria 5,Hibrid,Spate,Euro 6d-Temp,Automata,Sedan,Perlat,Belgia,Second hand
3300,2.0 CDTI ECOFlex,15.0,296110,160,1956,Opel,Insignia,Diesel,Fata,Euro 5,Manuala,Sedan,Metalizata,Germania,Second hand
16700,1.5 EcoBoost Trend,5.0,92500,160,1499,Ford,Mondeo,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
23090,200 d 7G-DCT UrbanStyle Edition,6.0,76000,136,2143,Mercedes-Benz,CLA,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Belgia,Second hand
20000,2.0 TDI DSG 4X4 Style,5.0,147900,150,1968,Skoda,Octavia,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
29399,40 TDI quattro S tronic,4.0,134000,204,1968,Audi,Q5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
4700,1.7 CDTI Enjoy,14.0,180000,125,1686,Opel,Astra,Diesel,Fata,Euro 5,Manuala,Compacta,Metalizata,Romania,Second hand
18980,Variant 2.0 TDI SCR DSG Highline,5.0,161093,190,1968,Volkswagen,Passat,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
16189,Avant 2.0 TDI S tronic,6.0,197498,150,1968,Audi,A4,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Romania,Second hand
30699,2.5 Duratec PHEV Titanium,2.0,44809,152,2488,Ford,Kuga,Hibrid,Fata,Euro 6,Automata,SUV,Metalizata,Romania,Second hand
17490,2.0 TDCi Powershift Titanium,5.0,168217,180,1997,Ford,Mondeo,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
20825,2.0 TDI DSG Sport,4.0,147000,150,1968,Volkswagen,T-ROC,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Germania,Second hand
15100,1.5 DCI EDC Zen,6.0,80844,110,1461,Renault,Kadjar,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Romania,Second hand
7400,1.6 DDIS Elegance,10.0,179000,120,1598,Suzuki,SX4 S-Cross,Diesel,Fata,Euro 5b,Manuala,SUV,Metalizata,Belgia,Second hand
15299,1.6i DTEC 4WD Automatik Executive,7.0,193822,160,1597,Honda,CR-V,Diesel,4x4 (automat),Euro 6,Automata,SUV,Perlat,Franta,Second hand
64900,xDrive30d AT MHEV,2.0,27900,286,2993,BMW,X5,Diesel,4x4 (automat),Euro 6d,Automata,SUV,Metalizata,Germania,Second hand
28960,300 d T 9G-TRONIC,5.0,166000,245,1950,Mercedes-Benz,E,Diesel,Spate,Euro 6,Automata,Sedan,Metalizata,Danemarca,Second hand
4899,1.9 TDI Trendline,16.0,276400,90,1896,Volkswagen,Golf,Diesel,Fata,Euro 4,Manuala,Compacta,Metalizata,Franta,Second hand
14390,ST 2.0 TDI Start&amp;Stop 4DRIVE,10.0,114000,184,1968,Seat,Leon,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Franta,Second hand
27990,D5 AWD Geartronic Momentum,8.0,213000,225,1969,Volvo,XC 90,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
16500,2.0 TDI DSG Style,6.0,151191,149,1968,Skoda,Octavia,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
5000,2.0 Cosmo,16.0,129589,150,1991,Opel,Antara,Diesel,4x4 (automat),Euro 5,Manuala,SUV,Metalizata,Romania,Second hand
11300,1.6 DCi TEKNA+,8.0,189000,130,1598,Nissan,Qashqai,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Belgia,Second hand
18188,2.0 TDCi Aut. Vignale,7.0,162000,180,1998,Ford,S-Max,Diesel,Fata,Euro 6,Automata,Monovolum,Metalizata,Romania,Second hand
38999,740d xDrive,8.0,148000,320,2993,BMW,Seria 7,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
16890,Vignale 2.0 Hybrid,6.0,149000,187,1999,Ford,Mondeo,Hibrid,Fata,Euro 6,Automata,Sedan,Metalizata,Franta,Second hand
17990,THP 165 EAT6 Stop &amp; Start Allure,6.0,163000,165,1598,Peugeot,3008,Benzina,Fata,Euro 6,Automata,SUV,Metalizata,Olanda,Second hand
25990,180 7G-DCT AMG Line,5.0,85000,136,1332,Mercedes-Benz,A,Benzina,Fata,Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
35700,2.0 TDI 4X4 DSG Ambition,1.0,28591,150,1968,Skoda,Kodiaq,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
13891,2.0 TDI DSG Ambition,5.0,350000,150,1968,Skoda,Superb,Diesel,Fata,Euro 6d-Temp,Automata,Sedan,Perlat,Romania,Second hand
92974,450 4Matic 9G-TRONIC AMG Line,2.0,8921,367,2999,Mercedes-Benz,GLE,Benzina,4x4 (automat),Euro 6d,Automata,SUV,Metalizata,Germania,Second hand
6300,Style,17.0,137000,86,1328,Suzuki,Jimny,Benzina,4x4 (manual),Euro 4,Manuala,SUV,Metalizata,Germania,Second hand
13890,530i Aut.,11.0,231000,272,2996,BMW,Seria 5,Benzina,Spate,Euro 5,Automata,Sedan,Metalizata,Germania,Second hand
16490,1.5 Blue dCi 4WD Comfort,5.0,78219,115,1461,Dacia,Duster,Diesel,4x4 (automat),Euro 6,Manuala,SUV,Mat,Romania,Second hand
39490,Coupe 50 TDI quattro tiptronic S line,2.0,29687,286,2967,Audi,A5,Diesel,4x4 (manual),Euro 6,Automata,Coupe,Perlat,Germania,Second hand
27600,xDrive40d,9.0,145000,313,2993,BMW,X5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Perlat,Romania,Second hand
8889,0.9 TCe Prestige,4.0,117000,90,898,Dacia,Logan,Benzina,Fata,Euro 6,Manuala,Combi,Mat,Romania,Second hand
37741,250 e Aut.,4.0,8000,160,1332,Mercedes-Benz,A,Hibrid,Fata,Euro 6d,Automata,Compacta,Metalizata,Germania,Second hand
18690,2.0 TDCi Powershift AWD Titanium,6.0,55785,180,1997,Ford,Mondeo,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
84889,400 d 4MATIC,2.0,8500,330,2925,Mercedes-Benz,GLE Coupe,Diesel,4x4 (manual),Euro 6d,Automata,SUV,Metalizata,Germania,Second hand
15990,Avant 2.0 TDI S tronic quattro sport,7.0,270000,190,1968,Audi,A4,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Germania,Second hand
13989,ST 2.0 TDI Start&amp;Stop 4Drive DSG XCELLENCE,6.0,188000,150,1968,Seat,Leon,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Romania,Second hand
42980,B5 MHEV AT8 AWD R-Design,3.0,22936,250,1969,Volvo,XC 60,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
34700,300 4Matic 9G-TRONIC Exclusive,6.0,26600,245,1991,Mercedes-Benz,GLC,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
8990,525d,14.0,412000,204,2993,BMW,Seria 5,Diesel,Spate,Euro 5,Manuala,Sedan,Metalizata,Romania,Second hand
19300,2.0 TDI ultra S tronic,9.0,144000,190,1968,Audi,A6,Diesel,Fata,Euro 5,Automata,Sedan,Metalizata,Suedia,Second hand
19949,200 4M T-Modell Aut.,8.0,100801,184,1991,Mercedes-Benz,C,Benzina,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Germania,Second hand
9290,Estate dCi Life,4.0,97800,75,1461,Renault,Clio,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Romania,Second hand
12450,328i Sport-Aut.,12.0,210852,245,1997,BMW,Seria 3,Benzina,Spate,Euro 5,Automata,Sedan,Metalizata,Germania,Second hand
22900,2.0 TDCi Aut. ST Line High,4.0,116554,190,1997,Ford,Mondeo,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Romania,Second hand
31999,B4 MHEV AT8 AWD Inscription,4.0,195023,197,1969,Volvo,XC 60,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Italia,Second hand
22500,1.6 TDI DSG Style,4.0,104600,116,1598,Skoda,Karoq,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Romania,Second hand
11050,1.2L DIG-T Start/Stop Tekna,8.0,68995,115,1197,Nissan,Juke,Benzina,Fata,Euro 6,Manuala,SUV,Perlat,Germania,Second hand
294999,Standard,2.0,25083,650,3996,Lamborghini,URUS,Benzina,4x4 (automat),Euro 6,Automata,SUV,Mat,Germania,Second hand
57298,200 d 4Matic 8G-DCT AMG Line Advanced Plus,1.0,3,150,1950,Mercedes-Benz,GLA,Diesel,4x4 (automat),Euro 6d,Automata,SUV,Mat,Germania,Nou
4200,Variant 2.0 TDI DPF DSG Comfortline,18.0,266000,140,1968,Volkswagen,Passat,Diesel,Fata,Euro 4,Automata,Combi,Metalizata,Germania,Second hand
7650,1.0 SCe Acces,5.0,99595,73,998,Dacia,Logan,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
38900,2.0 D165 MHEV,3.0,38400,163,1999,Land Rover,Range Rover Evoque,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
16699,2.0 BiTDI DSG 4Mot Highline,9.0,179898,240,1968,Volkswagen,Passat,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Olanda,Second hand
7390,1.4 TSI DSG Comfortline,13.0,168000,140,1390,Volkswagen,Touran,Benzina,Fata,Euro 5,Automata,Monovolum,Metalizata,Germania,Second hand
22950,250 d 4MATIC,7.0,276789,204,2143,Mercedes-Benz,GLC,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
12490,Energy dCi Zen,6.0,74992,110,1461,Renault,Megane,Diesel,Fata,Euro 6,Manuala,Compacta,Metalizata,Romania,Second hand
6900,1.4 FIFA WM Edition,12.0,132000,109,1396,Hyundai,I30,Benzina,Fata,Euro 5,Manuala,Compacta,Metalizata,Germania,Second hand
9450,2.0 dCi DPF 4x4 tekna,12.0,148000,150,1995,Nissan,Qashqai,Diesel,4x4 (manual),Euro 5,Manuala,SUV,Metalizata,Franta,Second hand
8990,1.6 2WD Intense,11.0,173200,117,1590,Mitsubishi,ASX,Benzina,Fata,Euro 5,Manuala,SUV,Metalizata,Germania,Second hand
18600,1.5 TSI DSG Style,5.0,78500,150,1498,Skoda,Scala,Benzina,Fata,Euro 6,Automata,Compacta,Metalizata,Romania,Second hand
31773,520d Aut. M Sport Edition,5.0,122000,190,1995,BMW,Seria 5,Diesel,Spate,Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
34986,D5 AWD Inscription,4.0,125200,235,1969,Volvo,S90,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
13490,1.6 DCI Start/Stop X-TRONIC N-Connecta,8.0,198832,130,1598,Nissan,Qashqai,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Romania,Second hand
5000,1.6 TDCi ECOnetic 88g Start-Stopp-System Titanium,11.0,299550,105,1560,Ford,Focus,Diesel,Fata,Euro 5,Manuala,Combi,Metalizata,Olanda,Second hand
14990,xDrive20d Aut.,9.0,324844,190,1995,BMW,X3,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Franta,Second hand
10999,1.4 ECOTEC Turbo Enjoy Aut.,6.0,99275,140,1364,Opel,Astra,Benzina,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
12890,Energy dCi Zen,6.0,74992,110,1461,Renault,Megane,Diesel,Fata,Euro 6,Manuala,Compacta,Metalizata,Romania,Second hand
3900,Variant 2.0 TDI Comfortline Aut,14.0,367000,140,1968,Volkswagen,Passat,Diesel,Fata,Euro 5,Automata,Sedan,Metalizata,Germania,Second hand
88898,350 de 4MATIC,1.0,18801,194,1950,Mercedes-Benz,GLE,Hibrid,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
9090,1.5 DCI Laureate,5.0,29851,75,1461,Dacia,Logan,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
9790,1.5 EcoBlue Active Business,6.0,120000,120,1499,Ford,Focus,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
14999,1.6 MPi Highway,5.0,44500,128,1591,Hyundai,Elantra,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Coreea de Sud,Second hand
10799,3.5sd Aut.,15.0,244300,285,2993,BMW,X5,Diesel,4x4 (automat),Euro 4,Automata,SUV,Metalizata,Romania,Second hand
30299,P200 AWD,5.0,70400,200,1997,Jaguar,E-Pace,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Olanda,Second hand
67500,350 d 4MATIC,4.0,60000,272,2925,Mercedes-Benz,GLE,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
26168,2.0 TDI DSG 4Motion Elegance,6.0,136652,190,1968,Volkswagen,ARTEON,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
8790,Cooper D ALL4,12.0,190000,112,1598,Mini,Countryman,Diesel,4x4 (automat),Euro 6d-Temp,Manuala,SUV,Perlat,Romania,Second hand
17999,Grand Sport 1.6 CDTI Start/Stop Aut. Innovation,5.0,78800,136,1598,Opel,Insignia,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Franta,Second hand
11100,1.5 Blue dCi Laureate,5.0,109000,115,1461,Dacia,Lodgy,Diesel,Fata,Euro 6,Manuala,Monovolum,Metalizata,Romania,Second hand
8990,1.6 TDI BlueMotion Trendline,9.0,218000,110,1598,Volkswagen,Golf,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Germania,Second hand
149940,3.0 I6 D350 MHEV HSE,2.0,8142,350,2997,Land Rover,Range Rover,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
23250,2.0 TDI 4Mot DSG Design,6.0,69269,150,1968,Volkswagen,T-ROC,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
22153,Sportswagon 2.0 GDI Plug-In Hybrid Spirit,5.0,120000,154,1999,Kia,Optima,Hibrid,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
62990,4.0 60 TDI Tiptronic,4.0,158675,435,3956,Audi,SQ7,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
27200,25d AWD Aut. R-Sport,5.0,213000,240,1999,Jaguar,F-Pace,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Italia,Second hand
59457,Tiptronic S,4.0,76319,340,2995,Porsche,Cayenne,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
48999,T6 AWD 7 locuri R-Design,5.0,105448,310,1969,Volvo,XC 90,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
12390,1.2 TCe Zen,9.0,131000,130,1197,Renault,Kadjar,Benzina,Fata,Euro 6,Manuala,SUV,Metalizata,Franta,Second hand
14090,1.6 DCi ALL-MODE 4x4i Tekna,8.0,168300,130,1598,Nissan,X-Trail,Diesel,4x4 (manual),Euro 6,Manuala,SUV,Metalizata,Franta,Second hand
19900,1.8 HSD Business,4.0,76000,98,1798,Toyota,Corolla,Hibrid,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
19700,D3 Geartronic Momentum,7.0,196500,150,1969,Volvo,S90,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Olanda,Second hand
65900,400 d 4MATIC,5.0,64500,330,2925,Mercedes-Benz,GLE,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
19892,2.0 TDI DPF DSG Comfortline,4.0,204000,150,1968,Volkswagen,Tiguan,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Germania,Second hand
13100,ENERGY dCi 160 EDC INTENS,8.0,213000,160,1598,Renault,Talisman,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Franta,Second hand
7491,1.5 TDCi Trend,5.0,170000,85,1498,Ford,Fiesta,Diesel,Fata,Euro 6d-Temp,Manuala,Masina de oras,Perlat,Romania,Second hand
7650,1.0 SCe Acces,5.0,100302,73,998,Dacia,Logan,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
70999,xDrive40d AT MHEV,3.0,89000,340,2993,BMW,X6,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
25750,T6 AWD Geartronic R Design,5.0,147000,320,1969,Volvo,S90,Benzina,4x4 (automat),Euro 6d-Temp,Automata,Sedan,Metalizata,Germania,Second hand
9890,MCV 0.9 TCe Easy-R SL Prestige PLUS,6.0,46395,90,898,Dacia,Logan,Benzina,Fata,Euro 6,Automata,Combi,Metalizata,Romania,Second hand
28989,2.5 Duratec PHEV Titanium X,2.0,19188,152,2488,Ford,Kuga,Hibrid,Fata,Euro 6,Automata,SUV,Metalizata,Romania,Second hand
14100,530d xDrive Aut. Luxury Line,10.0,272000,258,2993,BMW,Seria 5,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
14999,2.0 M-Jet 4x4 AT Limited,8.0,175200,140,1956,Jeep,Renegade,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Italia,Second hand
12795,1.6 DCi ALL-MODE 4x4i TEKNA+,9.0,170000,130,1598,Nissan,Qashqai,Diesel,4x4 (manual),Euro 6,Manuala,SUV,Metalizata,Franta,Second hand
112800,xDrive40d MHEV,1.0,4300,340,2993,BMW,X7,Diesel,4x4 (automat),Euro 6d-Temp,Automata,SUV,Metalizata,Germania,Second hand
18590,CD184 AT Takumi Plus,5.0,99870,184,2191,Mazda,6,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
49920,50 TFSI e quattro S tronic design,2.0,32500,266,1984,Audi,A6,Hibrid,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
26500,Sportback 2.0 TDI ultra S tronic,5.0,165000,190,1968,Audi,A5,Diesel,Fata,Euro 6,Automata,Sedan,Perlat,Germania,Second hand
15999,ENERGY dCi 160 EDC INITIALE PARIS,6.0,165900,160,1598,Renault,Talisman,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Franta,Second hand
28100,xDrive25d,8.0,147500,231,1995,BMW,X5,Diesel,4x4 (automat),Euro 5a,Automata,SUV,Metalizata,Germania,Second hand
40300,55 TFSI e quattro S tronic,4.0,31100,252,1984,Audi,Q5,Hibrid,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
54700,V6 TSI Elegance,2.0,18000,340,2995,Volkswagen,Touareg,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
12690,1.5 BlueHDI FAP STT Active,5.0,38966,99,1499,Peugeot,308,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Romania,Second hand
52348,400 d 4Matic 9G-TRONIC AMG Line,5.0,104000,340,2925,Mercedes-Benz,CLS,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Belgia,Second hand
5150,1.6 TDCi DPF Titanium,11.0,280000,115,1560,Ford,Focus,Diesel,Fata,Euro 5,Manuala,Combi,Metalizata,Germania,Second hand
13299,xDrive30d M Sport Edition,13.0,280000,245,2993,BMW,X5,Diesel,4x4 (automat),Euro 5b,Automata,SUV,Metalizata,Germania,Second hand
31999,L 3.0 TDI Quattro Tiptronic,8.0,160000,262,2967,Audi,A8,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Perlat,Germania,Second hand
53299,V6 TDI R-Style,5.0,96000,286,2967,Volkswagen,Touareg,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
3490,cdi coupe softouch passion dpf,17.0,120000,54,799,Smart,Fortwo,Diesel,Spate,Euro 4,Automata,Masina mica,Metalizata,Germania,Second hand
101098,AMG 53 4Matic AMG Speedshift TCT 9G,2.0,39000,435,2999,Mercedes-Benz,GLE Coupe,Benzina,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
10900,318d GT,11.0,241000,143,1995,BMW,Seria 3,Diesel,Spate,Euro 5,Manuala,Sedan,Metalizata,Belgia,Second hand
11300,2.0 TDCi Titanium,8.0,252000,180,1997,Ford,Mondeo,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
23598,Cross Country T5 AWD Geartronic Pro,4.0,207400,250,1969,Volvo,V60,Benzina,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Germania,Second hand
82180,90 3.0P 400 MHEV XS Edition,1.0,850,400,2996,Land Rover,Defender,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
13490,530i Aut.,13.0,222162,272,2996,BMW,Seria 5,Benzina,Spate,Euro 5,Automata,Sedan,Metalizata,Olanda,Second hand
11489,1.5 EcoBlue Titanium,4.0,140000,120,1499,Ford,Focus,Diesel,Fata,Euro 6c,Manuala,Compacta,Perlat,Romania,Second hand
